-716,-716.0,2885,-632,1234,2140,-270,-64,2144
-120,-120.0,1969,-674,806,2189,-520,-683,2833
-829,-829.0,2605,-567,-1069,2695,-554,960,2163
-413,-413.0,2181,-467,390,1440,-496,871,2139
-467,-467.0,2681,-792,1438,2969,-659,-1105,2678
-637,-637.0,2527,-529,-78,2226,-95,238,1896
-800,-800.0,2148,-583,-398,2302,-847,1682,2658
-627,-627.0,2472,-594,812,2055,-239,-249,2090
-303,-303.0,1817,-806,1139,2202,-403,-857,2935
-1019,-1019.0,2580,-462,-519,2394,-418,784,1893
-351,-351.0,1851,-546,-28,2011,-792,1340,2490
-900,-900.0,2897,-826,1436,2140,-244,-384,2178
-246,-246.0,1814,-510,736,1940,-643,-388,2583
-962,-962.0,2701,-351,-1165,2752,-523,831,2256
-341,-341.0,2234,-405,244,2098,-775,987,2366
-237,-237.0,2374,-731,1514,2410,-559,-990,2738
-919,-919.0,2533,-285,-144,1987,-230,156,1798
-675,-675.0,2290,50,-939,2395,-832,1436,2588
-546,-546.0,2514,-733,1141,2006,-566,156,1934
-312,-312.0,1935,-886,1354,2773,6,-1081,2418
-567,-567.0,2254,-779,-695,2345,-373,502,1953
-678,-678.0,1960,-426,-467,2379,-937,1511,2548
-696,-696.0,2922,-671,940,2074,-549,-24,2343
-325,-325.0,2461,-1013,1322,2322,-82,-697,2439
-875,-875.0,2363,-398,-457,2436,-751,884,2082
-299,-299.0,1974,-265,-169,1656,-798,1266,2238
-107,-107.0,2526,-730,1303,2383,-252,-765,2495
-775,-775.0,1995,-638,262,1909,-374,-108,2055
-490,-490.0,2349,-670,-557,2773,-957,1817,2502
-802,-802.0,2581,-481,1135,1853,-870,604,2142
-382,-382.0,2149,-483,1263,2110,-395,-975,2457
-611,-611.0,2356,-802,-963,2544,-550,570,1957
-424,-424.0,2075,-688,-23,2114,-704,1147,2118
-573,-573.0,2605,-619,1366,2302,-378,-511,2102
-441,-441.0,1681,-736,379,1981,-382,-143,2378
-667,-667.0,2487,-260,-1067,2779,-675,1493,2116
-558,-558.0,2524,-636,429,2163,-874,913,2375
-253,-253.0,2397,-591,1243,2628,-289,-174,2319
-587,-587.0,1922,-706,751,2203,-528,-554,2227
-896,-896.0,2335,-651,-882,2516,-685,869,1878
-661,-661.0,1791,-550,-71,2222,-896,1639,2178
-184,-184.0,2756,-577,1182,2417,-818,-727,2856
-522,-522.0,2238,-495,252,2040,-536,-110,2068
-970,-970.0,2519,-682,-790,2644,-1199,1666,2468
-630,-630.0,2693,-424,791,2147,-284,-71,2190
-369,-369.0,2295,-748,1363,2293,-497,-642,2850
-807,-807.0,2322,-476,-1160,2602,-310,486,2091
-539,-539.0,2074,-679,-70,2014,-729,1040,2384
-154,-154.0,2475,-828,1668,2361,-258,-1239,2200
-303,-303.0,2080,-312,258,1784,-465,845,2119
-569,-569.0,2451,-1122,1845,2662,-521,-1296,2748
-700,-700.0,2297,-196,-22,2008,-428,61,2390
-907,-907.0,2213,-595,-612,2596,-495,1397,2508
-534,-534.0,2673,-464,893,2134,-404,-297,2350
-506,-506.0,2190,-629,1232,2493,-372,-655,2603
-608,-608.0,2477,-222,-538,2124,-399,328,1998
-654,-654.0,2195,-391,-711,2579,-828,1434,2576
-500,-500.0,2558,-742,1012,2322,-544,-192,2096
-411,-411.0,1973,-724,1314,2007,-780,-192,2437
-630,-630.0,2460,-629,-564,2324,-648,93,2048
-382,-382.0,1973,-319,-503,2287,-452,1183,2354
-268,-268.0,2446,-219,333,2288,-634,515,2459
-357,-357.0,2582,-194,1017,2264,-364,-162,2112
-413,-413.0,2358,-58,800,2263,-121,-657,2221
-149,-149.0,2481,-176,996,2339,-486,-268,2272
-481,-481.0,2249,-412,1055,2470,-465,-1007,2443
-593,-593.0,2417,-486,161,2402,-345,-518,2237
-332,-332.0,2326,-361,-153,2639,-385,-406,2384
-69,-69.0,1949,-157,-884,2074,-367,113,2490
-639,-639.0,2482,-220,-758,2445,-498,994,2334
-433,-433.0,2254,-466,-57,2575,-523,488,2273
-334,-334.0,2281,-439,842,2415,886,-745,2817
-916,-916.0,2683,-518,722,2345,-349,-560,2463
-282,-282.0,2122,-358,-135,2372,-528,138,2418
-314,-314.0,2269,-240,-496,2443,-312,563,2364
-309,-309.0,2219,-360,-499,2393,-449,886,2429
-220,-220.0,2037,-456,213,2297,-500,739,2299
-86,-86.0,2225,-369,1072,2190,-499,-55,2321
-647,-647.0,2152,-512,772,2369,-374,-852,2448
-448,-448.0,2263,-341,-412,2190,-469,-114,2262
-498,-498.0,2292,-359,-767,2364,-260,643,2357
-417,-417.0,2224,-468,-222,2324,-397,875,2404
-134,-134.0,2282,-297,760,2384,-340,211,2197
-321,-321.0,2378,-416,1117,2378,-394,-428,2379
-370,-370.0,2551,-386,678,2383,-37,-442,2275
-231,-231.0,2179,-476,-443,2330,-416,-100,2487
-424,-424.0,2283,-203,-305,2366,-153,952,2216
-338,-338.0,2251,-501,4,2339,-398,1023,2342
-227,-227.0,2284,-363,770,2320,-415,288,2320
-286,-286.0,2344,-138,1374,2239,-394,-298,2716
-388,-388.0,2461,-447,795,2356,-326,-705,2456
-439,-439.0,2136,-222,-246,2172,-380,-32,2480
-507,-507.0,2446,-368,-637,2393,-432,957,2199
-522,-522.0,2210,-284,-325,2279,-518,1220,2253
-412,-412.0,2082,-513,249,2252,-374,1102,2287
-355,-355.0,2489,-498,961,2223,-611,124,2182
-580,-580.0,2318,-393,1421,2253,-337,-715,2262
-399,-399.0,2453,-507,667,2257,-151,-639,2267
-396,-396.0,2306,-465,337,2284,-497,-276,2508
-440,-440.0,2375,-258,-684,2191,-379,387,2198
-354,-354.0,2263,-249,-730,2250,-346,737,2209
-448,-448.0,2226,-410,-227,2421,-305,602,2339
-517,-517.0,2231,-369,-427,2308,-455,1214,2338
-204,-204.0,2163,-300,-40,2302,-343,909,2435
-253,-253.0,2393,-401,381,2229,-487,757,2292
-204,-204.0,2182,-426,755,2410,-621,594,2139
-337,-337.0,2383,-466,970,2241,-481,115,2311
-335,-335.0,2326,-363,917,2253,-187,-239,2207
-223,-223.0,2789,-355,981,2290,-325,-1075,2212
-445,-445.0,2277,-482,314,2257,-558,-816,2290
-472,-472.0,2118,-283,-529,2312,-443,241,2285
-505,-505.0,2240,21,-1062,2111,-545,769,2379
-785,-785.0,2560,-428,-197,2274,-629,1128,2241
-264,-264.0,2122,-418,870,2457,-502,374,2254
-318,-318.0,2319,-521,1128,2352,-254,-956,2300
-416,-416.0,2280,-722,503,2234,-533,-468,2264
-504,-504.0,2436,-310,-896,2413,-449,763,2017
-495,-495.0,2316,-280,-531,2362,-608,1390,2275
-100,-100.0,2230,-625,493,2405,-582,700,2558
-283,-283.0,2417,-417,924,2313,-335,-268,2134
-444,-444.0,2283,-571,910,2180,-396,-847,2272
-500,-500.0,2243,-221,-139,2402,-381,117,2354
-457,-457.0,2651,-405,-963,2560,-430,811,2382
-349,-349.0,2223,-375,-270,2413,-393,1213,2635
-134,-134.0,2209,-369,-80,2107,-428,730,2511
-129,-129.0,2195,-456,899,2207,-523,-182,2287
-346,-346.0,2336,-425,1157,2146,-181,-1128,2280
-388,-388.0,2222,-421,21,2266,-238,-174,2474
-511,-511.0,2495,59,-591,2149,-149,409,2397
-584,-584.0,2368,-38,-807,2289,-626,1000,2399
-460,-460.0,2316,-486,-385,2478,-431,917,2387
-106,-106.0,2060,-303,325,2434,-408,448,2166
-284,-284.0,2515,-283,1144,2354,-137,-883,2263
-192,-192.0,2254,-219,97,2272,-150,-437,2403
-271,-271.0,2597,-111,-704,2154,-374,202,2092
-308,-308.0,2242,-48,-763,2370,-28,1053,2505
-353,-353.0,2266,-296,-357,2234,-296,1093,2324
-48,-48.0,2204,-361,174,2318,-331,622,2240
-90,-90.0,2508,-446,788,2392,-247,-56,2068
-260,-260.0,2293,-449,953,2342,-52,-805,2340
-288,-288.0,2236,-292,-45,2363,-197,-503,2354
-415,-415.0,2458,-17,-890,2726,-317,431,2573
-140,-140.0,2458,-443,1387,2562,-287,-995,2134
-297,-297.0,2233,-317,457,2393,7,-994,2362
-544,-544.0,3256,-140,-382,2061,-210,-262,2311
-382,-382.0,2529,-294,-817,2540,-446,814,2142
-349,-349.0,2392,-252,-657,2407,-390,1117,2456
-328,-328.0,2016,-188,-203,2136,-283,1345,2256
-177,-177.0,2223,-409,375,2299,-427,476,2449
-73,-73.0,2196,-471,1315,2506,-306,-518,2164
-399,-399.0,2381,-448,638,2528,-220,-822,2235
-393,-393.0,2135,-329,99,2149,-160,-708,2415
-354,-354.0,2426,-319,-842,2149,-332,31,2420
-370,-370.0,2396,-219,-1213,2145,-387,935,2410
-238,-238.0,2150,-253,-81,2159,-527,781,2452
-18,-18.0,2261,-387,1301,2439,-214,-742,2150
-453,-453.0,2431,-413,670,2483,-18,-1098,2442
-323,-323.0,2216,-201,-338,2530,-298,-307,2439
-477,-477.0,2601,64,-905,2246,-261,1526,2387
-204,-204.0,2115,-284,168,2166,-400,660,2059
-135,-135.0,2308,-290,1236,2438,-214,-291,2210
-392,-392.0,2274,-436,967,2628,-284,-1408,2148
-427,-427.0,2570,-648,162,2447,-346,-362,2359
-291,-291.0,2435,-141,-924,1984,-388,271,2323
-510,-510.0,2293,69,-994,2218,-199,1105,2315
31,31.0,2044,-115,14,2116,-516,859,2657
180,180.0,2496,-335,766,2323,-314,-284,2326
-484,-484.0,2292,-560,920,2239,170,-1021,2314
-267,-267.0,2382,-262,-495,2255,-409,-333,2195
-530,-530.0,2569,-166,-894,2321,-464,573,2319
-806,-806.0,2268,-305,-33,2424,-533,867,2480
-299,-299.0,2462,-342,511,2203,-369,364,2064
-342,-342.0,2243,-186,489,2055,-485,-264,2317
-614,-614.0,2526,-456,867,2436,-389,-703,2196
-254,-254.0,2021,-418,228,2325,-198,-183,2374
