-336,-336.0,2196,-651,920,2350,-48,-293,2327
-473,-473.0,2290,117,-449,2314,-109,513,2193
483,483.0,2429,-114,-108,2287,-42,556,2352
-144,-144.0,2302,-294,658,2365,319,-986,2188
-155,-155.0,2145,482,-1768,2282,26,-260,2536
-314,-314.0,2337,35,26,2127,-314,902,2410
-289,-289.0,2206,141,711,2175,242,-841,2377
-491,-491.0,2404,-237,-318,2420,93,388,2228
-179,-179.0,2332,230,-33,2335,353,948,2093
129,129.0,2401,44,464,2088,37,-777,2518
-11,-11.0,2415,-404,462,2218,-442,41,1945
-58,-58.0,2352,-77,-589,2233,-328,918,2207
-69,-69.0,2270,86,229,2135,-46,-13,2323
-117,-117.0,2499,-484,995,2337,-213,-468,2270
-89,-89.0,1956,-66,-1164,2340,-105,812,2487
-301,-301.0,2255,-226,1255,2239,-385,-1562,2404
-78,-78.0,2191,-437,-875,2344,-231,258,2260
-183,-183.0,2172,-493,-183,2108,-617,1146,2688
-212,-212.0,2169,-336,1050,2284,-364,-1532,2235
-464,-464.0,2446,-181,-1983,2364,-82,827,2410
-531,-531.0,1794,-453,504,2080,-853,-149,1845
-196,-196.0,2315,168,1179,2419,274,-378,2183
-181,-181.0,2218,-934,-964,2558,192,365,2824
-332,-332.0,2681,-206,175,2153,-267,252,2416
-452,-452.0,2095,-269,940,2369,-250,-1124,2371
-221,-221.0,2279,-853,-1553,2635,-243,370,2312
-541,-541.0,2633,-453,-149,2453,-748,750,2276
-377,-377.0,2350,-364,1182,2299,47,-825,2097
-209,-209.0,2490,-378,-1511,2236,-301,1644,2402
-827,-827.0,2641,-495,1256,2307,-334,-1959,1960
-291,-291.0,2437,-556,-81,1740,-307,-118,2277
-556,-556.0,2484,-291,-59,2219,-863,593,1877
-261,-261.0,2300,-421,429,2307,-676,-638,2185
-347,-347.0,2332,-321,-382,1887,-386,458,2488
-510,-510.0,2310,-692,849,2689,-566,-720,2139
-391,-391.0,2426,-308,-1276,2202,-317,1606,2373
-357,-357.0,2101,-547,687,2087,-690,-878,1412
-445,-445.0,2017,-408,585,2089,-458,-857,2083
-516,-516.0,2225,-27,-2211,2266,-72,474,2056
-281,-281.0,1576,-417,-178,2229,-108,504,2474
-290,-290.0,2560,-513,1371,2605,-593,-1452,2064
-579,-579.0,2043,-516,408,2277,-314,-689,2114
-239,-239.0,2634,-242,-1851,2276,-313,242,1976
-734,-734.0,1718,-370,-354,1949,-536,922,2306
-426,-426.0,2363,-767,1707,3140,-329,-1822,2182
-632,-632.0,2112,-353,-429,2043,-536,-311,2109
-194,-194.0,2714,-151,-1639,2404,-1067,1882,2782
-255,-255.0,2669,-647,995,2037,-454,-191,2130
-479,-479.0,2200,54,381,2487,-392,-1181,2260
-384,-384.0,2568,7,-1650,2133,-294,377,2143
-486,-486.0,2163,-70,39,2346,-550,802,2360
-407,-407.0,2198,-501,1646,2125,-502,-1784,3085
105,105.0,2607,-287,-37,1736,-432,-470,2030
-534,-534.0,2546,-216,-1809,2239,-609,1252,2672
-1149,-1149.0,2738,-534,846,2235,-323,-35,1676
-287,-287.0,1928,-277,1166,2549,-21,-1831,2261
-492,-492.0,2394,-621,-1664,1950,-441,-95,2216
-359,-359.0,2192,-368,-722,2036,-508,987,2567
-65,-65.0,2275,-722,1218,2187,-621,-302,2047
-480,-480.0,2406,-488,1045,2484,-71,-1226,2366
-649,-649.0,1925,-559,-354,1803,-310,-255,2066
-409,-409.0,2327,-281,-906,2238,-251,1421,2538
-201,-201.0,2358,-317,803,2185,-601,218,2085
-511,-511.0,2211,-362,818,2451,44,-1326,2513
-490,-490.0,2620,-406,-1806,2444,-476,519,2421
-720,-720.0,2361,-574,-104,1976,-188,679,2515
-6,-6.0,2231,-390,1840,2332,-564,-1354,2481
-489,-489.0,2125,-311,302,2085,-334,-464,2007
-395,-395.0,2439,-36,-1809,2083,-514,979,2344
-781,-781.0,2098,-302,-1,2251,-501,1064,2626
-52,-52.0,2211,-630,1672,2248,-777,-757,2341
-760,-760.0,2024,-376,590,2169,-450,-783,2184
-509,-509.0,2544,-413,-1918,2465,-552,1057,2147
-752,-752.0,1898,-469,-198,2138,-599,709,2224
-484,-484.0,2150,-1011,2378,2452,-346,-1922,2435
-173,-173.0,1754,-392,-578,1764,-313,-142,2133
-359,-359.0,2356,-484,-990,2395,-581,2001,2823
-463,-463.0,2478,-303,928,1941,-911,-444,2463
-466,-466.0,1957,-365,315,2274,-257,-643,2318
-573,-573.0,2685,-242,-1368,2279,-419,901,2274
-604,-604.0,1479,-766,-64,2118,-213,548,2354
-494,-494.0,2228,-502,1463,2463,28,-1579,2168
-220,-220.0,2438,-640,-179,1926,-340,-35,2059
-457,-457.0,2209,-363,-762,2109,-449,1719,2471
-680,-680.0,2074,-713,1560,2307,-757,-847,1601
-65,-65.0,2153,-458,-577,2293,-406,1647,2376
-299,-299.0,2418,-507,2293,2321,68,-1335,2278
-514,-514.0,1930,-489,471,2239,-318,-256,2007
-516,-516.0,2486,-797,270,2068,-282,-411,1993
-424,-424.0,2171,-408,-2152,2564,-295,418,2145
-272,-272.0,2057,-195,-162,2035,-498,1243,2203
104,104.0,2300,-590,1237,2251,-265,-776,1896
-358,-358.0,2253,-343,657,2293,-384,-510,2260
-704,-704.0,2402,-85,196,2106,-73,-293,2655
-593,-593.0,2406,-473,-810,2527,-636,568,2441
-261,-261.0,2349,-374,-471,2261,-846,912,2193
-359,-359.0,2292,-447,498,2544,-279,613,2037
-40,-40.0,2878,-779,1304,2264,-302,-476,2433
-571,-571.0,2347,-256,-846,2236,-374,-107,2084
-349,-349.0,2254,-389,249,2106,-412,138,2152
-138,-138.0,2402,-224,-566,2333,-637,1408,2352
-465,-465.0,2445,-753,958,2379,-408,-884,2550
-125,-125.0,2231,-564,-684,2061,-624,520,1953
-673,-673.0,2310,-558,-382,2323,-404,1373,2274
-154,-154.0,2509,-269,1231,2441,-530,-1236,2487
-138,-138.0,2136,-880,-553,1744,-416,156,2348
-302,-302.0,2117,-401,-549,2130,-400,1134,2241
-464,-464.0,2647,-139,491,2399,-376,-1214,2547
-161,-161.0,2111,-494,656,2176,-434,-103,2180
-378,-378.0,2415,-936,-483,2575,-182,697,2230
-286,-286.0,2336,-172,274,2258,-596,1005,2334
-42,-42.0,2502,-395,1406,2158,73,-1320,2391
-5,-5.0,1751,-329,194,1843,-120,-377,2291
-530,-530.0,2660,-286,-1438,2601,-725,1201,2219
-521,-521.0,1877,-225,433,1626,-560,680,2417
-285,-285.0,2065,-680,1147,2560,-475,-1114,2723
-489,-489.0,1996,-124,-810,1842,-311,142,2040
-494,-494.0,2408,-212,-567,2247,-744,943,2563
-752,-752.0,2651,-647,1092,2570,-603,-897,2399
-237,-237.0,2030,-220,530,2183,-138,-1552,2598
-767,-767.0,2248,-243,-41,2218,-296,410,2428
-612,-612.0,2366,-256,-511,2185,-646,683,2454
144,144.0,2229,-15,172,2105,76,359,2374
216,216.0,2334,-18,114,2330,-678,1507,2420
-214,-214.0,2640,-707,1511,2468,-607,-425,2280
-239,-239.0,2205,-599,600,2237,-313,-698,2531
-739,-739.0,2357,-483,-866,2193,-574,536,2228
-409,-409.0,2241,-332,24,2226,-636,734,2424
-361,-361.0,2612,-899,1566,2529,-209,-1203,2478
-448,-448.0,2461,-490,75,2140,-610,19,2003
-439,-439.0,2321,-303,-1079,2531,-1014,1879,2433
-283,-283.0,2028,-268,440,1891,-375,24,1861
-434,-434.0,2099,-559,1451,2632,-408,-1648,2752
-852,-852.0,2554,-447,-795,1789,-137,297,1845
-235,-235.0,2171,-629,-329,2152,-650,1361,2492
-745,-745.0,2579,-830,1430,2109,-637,179,2061
-518,-518.0,2071,-671,984,2266,-127,-901,2335
-546,-546.0,2313,-767,-1151,2499,-718,1251,2294
-427,-427.0,1780,-388,430,1697,-479,487,2224
-211,-211.0,2428,-793,1684,2362,-256,-933,2323
-558,-558.0,1610,-169,68,1916,-370,-75,1977
-579,-579.0,2580,-53,-1017,2756,-1032,1517,2438
-232,-232.0,2075,-484,921,1634,-529,43,2120
-636,-636.0,1991,-580,1168,2704,-595,-764,2856
-484,-484.0,2764,-306,-995,2381,-589,696,2330
-487,-487.0,2014,-376,-27,2100,-683,1220,2541
-272,-272.0,2737,-242,1555,2243,125,-2203,2409
-484,-484.0,2279,-460,-469,1863,-221,189,2024
-451,-451.0,2168,-318,-606,2141,-363,1404,2344
90,90.0,2193,-515,961,2797,-859,-1750,2560
-655,-655.0,2248,-236,-74,2249,-153,-252,2135
-499,-499.0,2159,-588,-505,2282,-554,1548,2364
3,3.0,2314,-811,1777,2524,-439,-1689,2494
77,77.0,2095,-549,-429,2181,-141,86,2122
-491,-491.0,2195,-462,-410,2315,-388,1051,2594
91,91.0,2391,-673,1215,2028,-106,-586,2146
-214,-214.0,1964,-326,962,2300,-70,-959,2388
-706,-706.0,2415,-292,-1089,2239,-271,125,2387
-734,-734.0,2197,-316,490,1794,-632,1280,2452
-343,-343.0,2858,-781,1561,2378,-258,-817,2430
-487,-487.0,1938,-313,99,2041,-282,207,1813
-418,-418.0,2315,-283,-490,2399,-654,1457,2350
-260,-260.0,2614,-608,1355,2283,-309,-1102,2480
-240,-240.0,2570,35,-167,2537,-254,-290,2105
-299,-299.0,2385,-295,-305,2398,-528,1402,2280
-199,-199.0,2322,-706,1453,2230,-224,-901,2181
-762,-762.0,2173,48,350,1887,-218,77,2210
-247,-247.0,2305,-146,-502,2371,-798,1425,2365
-194,-194.0,2371,-330,342,2392,-575,1222,2230
-167,-167.0,2621,-563,1151,2217,-499,-1504,2480
-371,-371.0,2007,-221,-173,2049,-605,1248,2568
-156,-156.0,2711,-873,1525,2430,-516,-1030,2559
-381,-381.0,1849,-242,-565,2269,-313,159,2281
-358,-358.0,2130,-496,-317,2395,-798,1235,2656
-7,-7.0,2830,-747,1274,2559,-225,-838,2027
-130,-130.0,1907,-446,158,2093,-352,-173,2287
-469,-469.0,2148,-218,-817,2316,-484,1200,2172
-681,-681.0,2347,-511,753,2000,-305,-296,1905
-402,-402.0,2405,-349,891,2141,-533,-611,2398
-747,-747.0,2317,-241,-891,2690,-958,1325,2589
-409,-409.0,2392,-306,-255,2392,-577,1099,2428
32,32.0,2565,-510,702,2527,-737,368,2398
-401,-401.0,2422,-296,452,2267,-357,399,2099
-329,-329.0,2281,-790,1429,2409,-250,-1395,2945
-258,-258.0,2320,-775,-70,2229,-325,349,1713
-300,-300.0,2022,-513,-571,2286,-496,1718,2154
-543,-543.0,2777,-764,1245,2191,73,-84,2339
-389,-389.0,2053,-619,1083,2382,-301,-1238,2287
-456,-456.0,2362,-571,-1518,2385,-482,645,1905
-343,-343.0,2094,-463,-379,2076,-524,1054,2440
-445,-445.0,2474,-458,832,2487,-802,-280,2186
-480,-480.0,2030,-537,897,2206,-631,-581,2533
-397,-397.0,2379,-529,-949,2471,-646,622,2000
-430,-430.0,1942,-791,-247,2496,-747,1297,2287
-344,-344.0,2207,-416,211,1836,-691,970,2209
-623,-623.0,2759,-747,574,2315,-1013,218,2198
-342,-342.0,2148,-674,808,2408,-633,-529,2558
-377,-377.0,2190,-1060,-1074,2671,-594,880,2351
-517,-517.0,2218,-753,-140,2030,-597,1100,2160
-56,-56.0,2457,-714,1251,2067,-1301,-26,2462
-640,-640.0,2379,-772,1470,2394,-106,-1086,2116
-892,-892.0,2423,-580,-631,1702,-549,506,1838
-544,-544.0,2165,-265,-355,2062,-622,863,2527
-468,-468.0,2279,-552,1190,2607,-523,-883,2559
-381,-381.0,1662,-226,171,1994,-498,-26,1933
-771,-771.0,2405,-474,-625,2851,-697,1644,2495
